tiempo,Costo,PrecioOfertaProm,NroTipoOfertas,Marca,CantOfertas,MaxDescuento%,minDescuento%,FactordeDescuentos,FlagCampana,TieneUbicacionEspecifica,UnidadesDemandas
2007-05-03,11.96,71.5,2,A,2,0.75,0.0,0.0,0,0,248.0
2007-06-03,119.62,36.4,2,D,1,0.56835443,0.35316455700000005,0.200722641,0,0,478.0
2007-07-03,23.37,35.9,1,A,1,0.512857143,0.0,0.0,0,0,315.0
2007-08-03,57.55,32.9,1,B,1,0.456944444,0.0,0.0,0,0,405.0
2007-09-03,113.3,34.9,1,D,1,0.43625,0.0,0.0,0,0,473.0
2007-10-03,7.42,112.0,1,A,1,0.736842105,0.0,0.0,0,0,200.0
2007-11-03,8.43,82.0,1,A,1,0.7008547009999999,0.0,0.0,0,0,213.0
2007-12-03,7.21,99.0,1,A,1,0.707142857,0.0,0.0,0,0,198.0
2007-03-13,43.1,22.0,1,B,1,0.548125,0.0,0.0,0,0,376.0
2007-03-14,7.62,119.0,1,A,2,0.683908046,0.0,0.0,0,0,203.0
2007-03-15,43.79,85.45,2,B,1,0.7307692309999999,0.36474359,0.266543393,0,0,378.0
2007-03-16,15.59,119.9,1,A,1,0.6310526320000001,0.0,0.0,0,0,275.0
2007-03-17,32.12,43.9,1,B,1,0.555696203,0.0,0.0,0,0,347.0
2007-03-18,35.17,79.9,1,B,1,0.525657895,0.0,0.0,0,0,356.0
2007-03-19,26.4,32.9,1,A,1,0.632692308,0.0,0.0,0,0,327.0
2007-03-20,17.15,85.0,1,A,1,0.5,0.0,0.0,0,0,284.0
2007-03-21,30.97,60.0,2,A,2,0.546956522,0.0,0.0,0,0,343.0
2007-03-22,20.78,49.9,1,A,1,0.63164557,0.0,0.0,0,0,303.0
2007-03-23,13.96,93.0,1,A,1,0.664285714,0.0,0.0,0,0,264.0
2007-03-24,24.06,44.9,1,A,1,0.540963855,0.0,0.0,0,0,318.0
2007-03-25,77.32,36.9,2,C,1,0.588461538,0.35769230799999996,0.210488166,0,0,435.0
2007-03-26,34.55,34.9,1,B,1,0.601724138,0.0,0.0,0,0,354.0
2007-03-27,46.02,32.9,1,B,1,0.5875,0.0,0.0,0,0,383.0
2007-03-28,104.25,38.9,1,D,1,0.492405063,0.0,0.0,0,0,465.0
2007-03-29,147.48,14.4,2,A,1,0.639285714,0.389285714,0.24886479600000003,0,0,499.0
2007-03-30,37.67,34.9,1,B,1,0.601724138,0.0,0.0,0,0,363.0
2007-03-31,61.18,38.95,1,B,1,0.493037975,0.0,0.0,0,0,411.0
2007-01-04,23.22,37.9,1,A,1,0.642372881,0.0,0.0,0,0,314.0
2007-02-04,67.85,61.4,2,B,1,0.649166667,0.374166667,0.242896528,0,0,422.0
2007-03-04,92.15,77.4,2,C,1,0.65,0.41027397299999996,0.266678082,0,0,452.0
2007-04-04,91.52,34.4,2,C,1,0.65,0.39242424200000003,0.255075758,0,0,452.0
2007-05-04,65.67,14.9,1,B,1,0.496666667,0.0,0.0,0,0,418.0
2007-06-04,11.18,125.0,1,A,1,0.702247191,0.0,0.0,0,0,241.0
2007-07-04,19.72,99.9,1,A,1,0.6659999999999999,0.0,0.0,0,0,298.0
2007-08-04,37.92,80.0,1,B,1,0.48192771100000004,0.0,0.0,0,0,364.0
2007-09-04,21.31,42.9,1,A,1,0.65,0.0,0.0,0,0,306.0
2007-10-04,28.98,96.95,2,A,1,0.696629213,0.39269662899999996,0.273563944,0,0,337.0
2007-11-04,13.56,53.9,1,A,1,0.64939759,0.0,0.0,0,0,261.0
2007-12-04,18.71,46.9,1,A,1,0.651388889,0.0,0.0,0,0,293.0
2007-04-13,120.2,32.4,2,D,1,0.546575342,0.34109589,0.186434603,0,0,479.0
2007-04-14,204.87,20.0,2,C,1,0.565909091,0.32840909100000004,0.18584969,0,0,532.0
2007-04-15,41.8,42.9,1,B,1,0.53625,0.0,0.0,0,0,373.0
2007-04-16,12.45,92.9,1,A,1,0.663571429,0.0,0.0,0,0,252.0
2007-04-17,25.9,49.9,1,A,1,0.62375,0.0,0.0,0,0,326.0
2007-04-18,29.31,36.9,1,A,1,0.647368421,0.0,0.0,0,0,338.0
2007-04-19,15.0,99.0,1,A,1,0.651315789,0.0,0.0,0,0,271.0
2007-04-20,41.12,52.9,1,B,1,0.645121951,0.0,0.0,0,0,372.0
2007-04-21,132.56,39.9,1,D,1,0.486585366,0.0,0.0,0,0,489.0
2007-04-22,71.04,39.9,1,C,1,0.49875,0.0,0.0,0,0,426.0
2007-04-23,10.68,99.0,1,A,2,0.707142857,0.0,0.0,0,0,237.0
2007-04-24,47.4,44.9,2,B,2,0.665333333,0.0,0.0,0,0,386.0
2007-04-25,7.87,125.0,1,A,1,0.702247191,0.0,0.0,0,0,206.0
2007-04-26,27.1,39.9,1,A,1,0.7,0.0,0.0,0,0,330.0
2007-04-27,74.44,39.95,1,C,1,0.48719512200000004,0.0,0.0,0,0,431.0
2007-04-28,41.7,74.45,2,B,1,0.602564103,0.35192307700000003,0.21205621300000002,0,0,373.0
2007-04-29,44.36,32.9,1,B,1,0.5875,0.0,0.0,0,0,379.0
2007-04-30,26.25,39.9,1,A,1,0.49875,0.0,0.0,0,0,327.0
2007-01-05,6.0,109.9,1,A,1,0.7230263159999999,0.0,0.0,0,0,179.0
2007-02-05,19.57,52.9,1,A,1,0.645121951,0.0,0.0,0,0,297.0
2007-03-05,58.54,18.0,2,B,1,0.6361111110000001,0.35972222200000004,0.228823302,0,0,407.0
2007-04-05,16.31,29.9,1,A,1,0.636170213,0.0,0.0,0,0,279.0
2007-05-05,101.35,17.4,2,D,1,0.663636364,0.39090909100000004,0.25942148800000003,0,0,462.0
2007-06-05,18.84,46.9,1,A,1,0.651388889,0.0,0.0,0,0,294.0
2007-07-05,19.52,19.9,1,A,1,0.663333333,0.0,0.0,0,0,297.0
2007-08-05,7.55,124.0,1,A,1,0.696629213,0.0,0.0,0,0,202.0
2007-09-05,97.07,79.0,2,C,1,0.6659999999999999,0.391,0.26040599999999997,0,0,458.0
2007-10-05,40.99,32.9,1,B,1,0.557627119,0.0,0.0,0,0,371.0
2007-11-05,71.55,16.9,1,C,1,0.582758621,0.0,0.0,0,0,427.0
2007-12-05,9.64,136.0,1,A,1,0.701030928,0.0,0.0,0,0,227.0
2007-05-13,75.33,18.4,2,C,1,0.6361111110000001,0.386111111,0.245609568,0,0,432.0
2007-05-14,160.93,26.9,1,A,1,0.463793103,0.0,0.0,0,0,508.0
2007-05-15,110.4,13.9,1,D,1,0.49642857100000004,0.0,0.0,0,0,470.0
2007-05-16,43.86,69.0,1,B,1,0.492857143,0.0,0.0,0,0,378.0
2007-05-17,109.7,27.0,2,D,1,0.577192982,0.35573098200000003,0.205325427,0,0,470.0
2007-05-18,30.25,86.95,2,A,1,0.686746988,0.36084337299999997,0.2478081,0,0,341.0
2007-05-19,44.17,17.0,2,B,2,0.651724138,0.0,0.0,0,0,379.0
2007-05-20,20.22,51.0,1,A,1,0.5,0.0,0.0,0,0,301.0
2007-05-21,17.75,49.9,1,A,1,0.665333333,0.0,0.0,0,0,288.0
2007-05-22,33.48,49.9,1,B,1,0.665333333,0.0,0.0,0,0,351.0
2007-05-23,33.87,79.0,1,B,1,0.5642857139999999,0.0,0.0,0,0,352.0
2007-05-24,26.1,39.9,1,A,1,0.665,0.0,0.0,0,0,326.0
2007-05-25,234.2,24.0,2,D,1,0.65,0.38326087,0.249119565,0,0,546.0
2007-05-26,19.16,25.9,1,A,1,0.563043478,0.0,0.0,0,0,295.0
2007-05-27,85.52,42.9,2,C,1,0.645121951,0.40121951200000006,0.258835515,0,0,445.0
2007-05-28,7.14,102.0,1,A,1,0.671052632,0.0,0.0,0,0,197.0
2007-05-29,24.62,84.0,1,A,1,0.482758621,0.0,0.0,0,0,320.0
2007-05-30,57.46,15.9,1,B,1,0.588888889,0.0,0.0,0,0,405.0
2007-05-31,31.5,45.9,1,A,1,0.655714286,0.0,0.0,0,0,345.0
2007-01-06,47.11,25.9,1,B,1,0.49807692299999995,0.0,0.0,0,0,385.0
2007-02-06,45.02,81.95,2,B,1,0.626506024,0.36084337299999997,0.22607054699999998,0,1,381.0
2007-03-06,16.06,69.9,1,A,1,0.735789474,0.0,0.0,0,0,278.0
2007-04-06,22.32,39.9,1,A,1,0.6762711859999999,0.0,0.0,0,0,311.0
2007-05-06,42.33,19.9,1,B,1,0.432608696,0.0,0.0,0,0,375.0
2007-06-06,33.9,54.9,2,B,1,0.6241071429999999,0.35625,0.22233817,0,0,352.0
2007-07-06,35.09,36.9,1,B,1,0.647368421,0.0,0.0,0,0,356.0
2007-08-06,13.0,109.9,1,A,1,0.631609195,0.0,0.0,0,0,257.0
2007-09-06,35.07,87.0,1,B,1,0.5,0.0,0.0,0,0,356.0
2007-10-06,13.89,29.9,1,A,1,0.636170213,0.0,0.0,0,0,263.0
2007-11-06,14.9,99.9,1,A,1,0.644516129,0.0,0.0,0,0,270.0
2007-12-06,20.86,35.9,1,A,1,0.641071429,0.0,0.0,0,0,304.0
2007-06-13,32.37,36.9,1,B,1,0.647368421,0.0,0.0,0,0,348.0
2007-06-14,35.11,99.45,2,B,2,0.697297297,0.377837838,0.263465303,0,0,356.0
2007-06-15,42.23,19.9,1,B,1,0.568571429,0.0,0.0,0,0,374.0
2007-06-16,25.53,39.9,1,A,1,0.5541666670000001,0.0,0.0,0,0,324.0
2007-06-17,19.29,89.9,1,A,1,0.615753425,0.0,0.0,0,0,296.0
2007-06-18,35.72,44.9,1,B,1,0.56125,0.0,0.0,0,0,358.0
2007-06-19,146.84,26.9,1,A,1,0.480357143,0.0,0.0,0,0,499.0
2007-06-20,135.82,16.9,1,D,1,0.482857143,0.0,0.0,0,0,491.0
2007-06-21,132.97,41.9,1,D,1,0.481609195,0.0,0.0,0,0,489.0
2007-06-22,55.73,19.9,1,B,1,0.585294118,0.0,0.0,0,0,402.0
2007-06-23,72.38,36.4,2,C,1,0.6375,0.373611111,0.238177083,0,0,428.0
2007-06-24,12.45,99.0,1,A,1,0.66,0.0,0.0,0,0,252.0
2007-06-25,97.23,29.95,1,C,1,0.499166667,0.0,0.0,0,0,458.0
2007-06-26,35.75,41.9,1,B,1,0.5985714289999999,0.0,0.0,0,0,358.0
2007-06-27,14.32,99.0,1,A,1,0.651315789,0.0,0.0,0,0,266.0
2007-06-28,22.78,79.9,1,A,1,0.6947826090000001,0.0,0.0,0,0,313.0
2007-06-29,24.2,48.9,1,A,1,0.61125,0.0,0.0,0,0,319.0
2007-06-30,12.37,54.9,1,A,1,0.538235294,0.0,0.0,0,0,252.0
2007-01-07,43.79,76.95,2,B,1,0.707142857,0.392142857,0.27730102,0,0,378.0
2007-02-07,49.56,41.9,1,B,1,0.558666667,0.0,0.0,0,0,390.0
2007-03-07,113.0,17.4,2,D,1,0.663636364,0.39090909100000004,0.25942148800000003,0,0,473.0
2007-04-07,61.84,19.9,1,B,1,0.4975,0.0,0.0,0,0,412.0
2007-05-07,68.69,29.9,1,B,1,0.46,0.0,0.0,0,0,423.0
2007-06-07,31.19,22.9,1,A,1,0.49782608700000003,0.0,0.0,0,0,344.0
2007-07-07,6.71,104.0,1,A,2,0.684210526,0.0,0.0,0,0,190.0
2007-08-07,47.21,21.9,1,B,1,0.47608695700000003,0.0,0.0,0,0,385.0
2007-09-07,36.99,43.9,1,B,1,0.535365854,0.0,0.0,0,0,361.0
2007-10-07,82.76,14.9,1,C,1,0.551851852,0.0,0.0,0,0,442.0
2007-11-07,38.74,82.0,1,B,1,0.539473684,0.0,0.0,0,0,366.0
2007-12-07,42.87,34.9,1,B,1,0.6122807020000001,0.0,0.0,0,0,376.0
2007-07-13,38.9,44.9,1,B,1,0.6414285710000001,0.0,0.0,0,0,366.0
2007-07-14,73.93,14.9,1,C,1,0.5137931029999999,0.0,0.0,0,0,430.0
2007-07-15,71.96,29.9,1,C,1,0.498333333,0.0,0.0,0,0,428.0
2007-07-16,39.53,32.9,1,B,1,0.5875,0.0,0.0,0,0,368.0
2007-07-17,20.54,79.9,1,A,1,0.551034483,0.0,0.0,0,0,302.0
2007-07-18,6.78,119.0,1,A,1,0.7,0.0,0.0,0,0,191.0
2007-07-19,54.25,22.9,1,B,1,0.6361111110000001,0.0,0.0,0,0,399.0
2007-07-20,14.66,47.9,1,A,1,0.656164384,0.0,0.0,0,0,269.0
2007-07-21,108.36,30.4,2,D,1,0.653448276,0.394827586,0.257999405,0,0,469.0
2007-07-22,91.02,16.4,2,C,1,0.568571429,0.368571429,0.20955918399999998,0,0,451.0
2007-07-23,30.98,37.9,1,A,1,0.653448276,0.0,0.0,0,0,343.0
2007-07-24,45.65,34.9,1,B,1,0.6122807020000001,0.0,0.0,0,0,382.0
2007-07-25,12.0,79.0,1,A,1,0.686956522,0.0,0.0,0,0,248.0
2007-07-26,69.14,32.9,1,B,1,0.45068493200000004,0.0,0.0,0,0,424.0
2007-07-27,12.17,76.0,1,A,1,0.6785714290000001,0.0,0.0,0,0,250.0
2007-07-28,81.27,39.9,1,C,1,0.49875,0.0,0.0,0,0,440.0
2007-07-29,129.39,41.9,1,D,1,0.481609195,0.0,0.0,0,0,486.0
2007-07-30,40.73,39.9,1,B,1,0.49875,0.0,0.0,0,0,371.0
2007-07-31,11.5,26.9,1,A,1,0.597777778,0.0,0.0,0,0,244.0
2007-01-08,51.04,82.9,1,B,1,0.552666667,0.0,0.0,0,0,393.0
2007-02-08,17.4,28.9,1,A,1,0.642222222,0.0,0.0,0,0,286.0
2007-03-08,38.73,39.9,1,B,1,0.546575342,0.0,0.0,0,0,366.0
2007-04-08,40.61,19.9,1,B,1,0.663333333,0.0,0.0,0,0,370.0
2007-05-08,91.0,13.9,1,C,1,0.514814815,0.0,0.0,0,0,451.0
2007-06-08,24.06,75.9,1,A,1,0.798947368,0.0,0.0,0,0,318.0
2007-07-08,16.03,54.9,1,A,1,0.68625,0.0,0.0,0,0,277.0
2007-08-08,29.05,79.9,1,A,1,0.654918033,0.0,0.0,0,0,337.0
2007-09-08,25.65,25.9,1,A,1,0.563043478,0.0,0.0,0,0,324.0
2007-10-08,151.71,29.9,2,A,1,0.636206897,0.394827586,0.251192033,0,0,502.0
2007-11-08,33.05,100.95,2,B,1,0.752747253,0.35659340700000003,0.268424707,0,0,350.0
2007-12-08,80.99,16.4,2,C,1,0.585294118,0.379411765,0.222067474,0,0,439.0
2007-08-13,16.91,94.9,1,A,1,0.65,0.0,0.0,0,0,283.0
2007-08-14,73.21,79.9,2,C,1,0.644516129,0.38645161299999997,0.249074298,0,0,429.0
2007-08-15,94.23,16.9,1,C,1,0.497058824,0.0,0.0,0,0,455.0
2007-08-16,27.55,96.95,2,A,1,0.697297297,0.350810811,0.24461943,0,0,332.0
2007-08-17,89.92,31.9,1,C,1,0.455714286,0.0,0.0,0,0,450.0
2007-08-18,16.12,29.9,1,A,1,0.636170213,0.0,0.0,0,0,278.0
2007-08-19,39.6,55.45,2,B,1,0.6960784309999999,0.391176471,0.27228950399999996,0,0,368.0
2007-08-20,10.7,129.9,1,A,1,0.7422857140000001,0.0,0.0,0,0,237.0
2007-08-21,71.09,29.9,1,C,1,0.46,0.0,0.0,0,0,426.0
2007-08-22,89.54,30.0,2,C,2,0.548333333,0.0,0.0,0,0,449.0
2007-08-23,21.73,46.9,1,A,1,0.651388889,0.0,0.0,0,0,308.0
2007-08-24,6.63,71.0,1,A,1,0.6960784309999999,0.0,0.0,0,0,189.0
2007-08-25,19.1,89.9,1,A,1,0.615753425,0.0,0.0,0,0,295.0
2007-08-26,10.15,99.0,1,A,2,0.707142857,0.0,0.0,0,0,232.0
2007-08-27,56.89,80.9,2,B,1,0.644516129,0.39935483899999996,0.257390635,0,0,404.0
2007-08-28,6.71,124.0,1,A,2,0.696629213,0.0,0.0,0,0,190.0
2007-08-29,26.78,34.9,1,A,1,0.646296296,0.0,0.0,0,0,329.0
2007-08-30,104.15,14.9,1,D,1,0.5137931029999999,0.0,0.0,0,0,465.0
2007-08-31,86.97,28.9,1,C,1,0.498275862,0.0,0.0,0,0,447.0
2007-01-09,49.22,21.9,1,B,1,0.47608695700000003,0.0,0.0,0,0,390.0
2007-02-09,14.87,45.9,1,A,1,0.546428571,0.0,0.0,0,0,270.0
2007-03-09,34.0,32.9,1,B,1,0.5672413789999999,0.0,0.0,0,0,353.0
2007-04-09,74.13,51.9,1,C,1,0.45130434799999997,0.0,0.0,0,0,431.0
2007-05-09,6.63,84.0,1,A,1,0.736842105,0.0,0.0,0,0,189.0
2007-06-09,154.01,37.9,1,A,1,0.44588235299999995,0.0,0.0,0,0,504.0
2007-07-09,41.06,91.95,2,B,1,0.683908046,0.372988506,0.25508984,0,0,372.0
2007-08-09,9.49,104.0,1,A,1,0.626506024,0.0,0.0,0,0,225.0
2007-09-09,68.02,74.9,1,B,1,0.499333333,0.0,0.0,0,0,422.0
2007-10-09,16.67,94.9,1,A,1,0.512972973,0.0,0.0,0,0,281.0
2007-11-09,17.38,42.9,1,A,1,0.587671233,0.0,0.0,0,0,286.0
2007-12-09,19.72,37.9,1,A,1,0.642372881,0.0,0.0,0,0,298.0
2007-09-13,15.0,99.9,1,A,1,0.644516129,0.0,0.0,0,0,271.0
2007-09-14,71.21,25.9,1,C,1,0.588636364,0.0,0.0,0,0,427.0
2007-09-15,71.54,29.9,1,C,1,0.482258065,0.0,0.0,0,0,427.0
2007-09-16,100.2,24.9,1,D,1,0.461111111,0.0,0.0,0,0,461.0
2007-09-17,7.14,114.0,1,A,1,0.686746988,0.0,0.0,0,0,197.0
2007-09-18,55.2,78.4,2,B,1,0.640384615,0.36474359,0.23357618300000002,0,0,401.0
2007-09-19,184.88,31.4,2,B,1,0.648333333,0.39833333299999996,0.258252778,0,0,522.0
2007-09-20,38.48,39.9,1,B,1,0.546575342,0.0,0.0,0,0,365.0
2007-09-21,5.74,114.0,1,A,1,0.686746988,0.0,0.0,0,0,175.0
2007-09-22,19.4,42.9,1,A,1,0.604225352,0.0,0.0,0,0,296.0
2007-09-23,37.44,29.9,1,B,1,0.636170213,0.0,0.0,0,0,362.0
2007-09-24,55.06,42.9,1,B,1,0.5720000000000001,0.0,0.0,0,0,401.0
2007-09-25,86.2,13.9,1,C,1,0.514814815,0.0,0.0,0,0,446.0
2007-09-26,42.13,38.9,1,B,1,0.5557142860000001,0.0,0.0,0,0,374.0
2007-09-27,110.25,29.9,2,D,1,0.636206897,0.394827586,0.251192033,0,0,470.0
2007-09-28,153.36,34.0,3,A,2,0.66,0.352307692,0.232523077,0,0,503.0
2007-09-29,72.3,15.9,1,C,1,0.567857143,0.0,0.0,0,0,428.0
2007-09-30,40.61,74.0,1,B,2,0.528571429,0.0,0.0,0,0,370.0
2007-01-10,5.2,110.0,1,A,1,0.696202532,0.0,0.0,0,0,165.0
2007-02-10,23.98,39.9,1,A,1,0.546575342,0.0,0.0,0,0,318.0
2007-03-10,52.03,18.9,1,B,1,0.7,0.0,0.0,0,0,395.0
2007-04-10,95.06,35.9,1,C,1,0.498611111,0.0,0.0,0,0,455.0
2007-05-10,35.61,89.45,2,B,1,0.640449438,0.36460674200000004,0.233512183,0,0,357.0
2007-06-10,48.56,36.95,1,B,1,0.492666667,0.0,0.0,0,0,388.0
2007-07-10,45.34,44.0,1,B,1,0.582333333,0.0,0.0,0,0,381.0
2007-08-10,14.56,53.9,1,A,1,0.6416666670000001,0.0,0.0,0,0,268.0
2007-09-10,30.46,84.0,1,A,2,0.482758621,0.0,0.0,0,0,342.0
2007-10-10,21.07,29.9,1,A,1,0.636170213,0.0,0.0,0,0,305.0
2007-11-10,23.56,69.9,1,A,1,0.735789474,0.0,0.0,0,0,316.0
2007-12-10,14.7,53.9,1,A,1,0.64939759,0.0,0.0,0,0,269.0
2007-10-13,35.3,44.9,1,B,1,0.6414285710000001,0.0,0.0,0,0,357.0
2007-10-14,59.6,19.9,1,B,1,0.432608696,0.0,0.0,0,0,409.0
2007-10-15,8.89,114.0,1,A,2,0.75,0.0,0.0,0,0,218.0
2007-10-16,19.49,29.9,1,A,1,0.636170213,0.0,0.0,0,0,297.0
2007-10-17,70.2,31.9,1,B,1,0.4984375,0.0,0.0,0,0,425.0
2007-10-18,59.42,32.9,1,B,1,0.577192982,0.0,0.0,0,0,408.0
2007-10-19,74.47,35.4,2,C,1,0.55,0.35769230799999996,0.19673076899999997,0,0,431.0
2007-10-20,59.2,78.15,2,B,1,0.707142857,0.40928571399999997,0.289423469,0,0,408.0
2007-10-21,22.76,32.9,1,A,1,0.557627119,0.0,0.0,0,0,312.0
2007-10-22,41.6,84.9,1,B,1,0.487931034,0.0,0.0,0,0,373.0
2007-10-23,38.67,19.9,1,B,1,0.686206897,0.0,0.0,0,0,365.0
2007-10-24,11.8,119.9,1,A,1,0.693063584,0.0,0.0,0,0,247.0
2007-10-25,69.97,35.4,2,B,1,0.558666667,0.38533333299999994,0.215272889,0,0,425.0
2007-10-26,31.81,49.9,1,B,1,0.665333333,0.0,0.0,0,0,346.0
2007-10-27,136.26,29.9,2,D,1,0.647368421,0.401754386,0.260083102,0,0,491.0
2007-10-28,70.72,77.0,2,C,1,0.707142857,0.387928571,0.274320918,0,0,426.0
2007-10-29,146.34,34.9,1,A,1,0.46533333299999996,0.0,0.0,0,0,499.0
2007-10-30,21.0,67.0,2,A,2,0.6754385959999999,0.0,0.0,0,0,304.0
2007-10-31,69.3,16.9,1,B,1,0.6035714289999999,0.0,0.0,0,0,424.0
2007-01-11,54.3,34.9,1,B,1,0.498571429,0.0,0.0,0,0,399.0
2007-02-11,104.91,39.0,2,D,2,0.655714286,0.0,0.0,0,0,465.0
2007-03-11,15.36,73.9,1,A,1,0.642608696,0.0,0.0,0,0,273.0
2007-04-11,79.42,65.9,2,C,1,0.547260274,0.35547945200000003,0.194539782,0,0,437.0
2007-05-11,44.86,96.95,2,B,1,0.696629213,0.39269662899999996,0.273563944,0,0,380.0
2007-06-11,69.4,37.9,1,B,1,0.642372881,0.0,0.0,0,0,424.0
2007-07-11,112.03,16.9,1,D,1,0.46944444399999996,0.0,0.0,0,0,472.0
2007-08-11,19.29,99.9,1,A,1,0.6659999999999999,0.0,0.0,0,0,296.0
2007-09-11,25.55,18.9,1,A,1,0.651724138,0.0,0.0,0,0,324.0
2007-10-11,92.02,27.9,1,C,1,0.48947368399999996,0.0,0.0,0,0,452.0
2007-11-11,49.52,39.9,2,B,1,0.62375,0.37375,0.233126563,0,0,390.0
2007-12-11,117.6,28.4,2,D,1,0.6122807020000001,0.384210526,0.235244691,0,0,477.0
2007-11-13,71.96,32.9,1,C,1,0.45068493200000004,0.0,0.0,0,0,428.0
2007-11-14,10.3,77.0,1,A,1,0.6754385959999999,0.0,0.0,0,0,233.0
2007-11-15,42.02,44.9,1,B,1,0.6602941179999999,0.0,0.0,0,0,374.0
2007-11-16,54.85,34.9,1,B,1,0.6122807020000001,0.0,0.0,0,0,400.0
2007-11-17,53.92,28.4,2,B,1,0.646296296,0.40555555600000004,0.262109053,0,0,399.0
2007-11-18,12.57,99.9,1,A,1,0.644516129,0.0,0.0,0,0,253.0
2007-11-19,42.79,42.0,2,B,2,0.665333333,0.0,0.0,0,0,376.0
2007-11-20,40.17,19.9,1,B,1,0.663333333,0.0,0.0,0,0,369.0
2007-11-21,61.1,29.9,1,B,1,0.378481013,0.0,0.0,0,0,411.0
2007-11-22,12.73,99.9,1,A,1,0.684246575,0.0,0.0,0,0,254.0
2007-11-23,17.1,42.9,1,A,1,0.6128571429999999,0.0,0.0,0,0,284.0
2007-11-24,14.49,99.0,1,A,1,0.707142857,0.0,0.0,0,0,267.0
2007-11-25,22.0,84.9,1,A,1,0.606428571,0.0,0.0,0,0,309.0
2007-11-26,32.28,34.9,1,B,1,0.6232142860000001,0.0,0.0,0,0,347.0
2007-11-27,174.0,36.0,2,B,1,0.612,0.357022213,0.218497595,0,0,516.0
2007-11-28,8.94,129.0,1,A,1,0.678947368,0.0,0.0,0,0,219.0
2007-11-29,73.32,15.9,1,C,1,0.588888889,0.0,0.0,0,0,429.0
2007-11-30,19.03,39.9,1,A,1,0.6333333329999999,0.0,0.0,0,0,295.0
2007-01-12,31.3,86.0,2,A,1,0.638953488,0.36293604700000004,0.231899253,0,0,344.0
2007-02-12,10.49,102.0,1,A,1,0.671052632,0.0,0.0,0,0,235.0
2007-03-12,26.06,22.9,1,A,1,0.6361111110000001,0.0,0.0,0,0,326.0
2007-04-12,35.97,69.9,1,B,1,0.6078260870000001,0.0,0.0,0,0,358.0
2007-05-12,121.65,28.4,2,D,1,0.581666667,0.365,0.21230833300000002,0,0,480.0
2007-06-12,20.66,42.9,1,A,1,0.65,0.0,0.0,0,0,303.0
2007-07-12,73.22,28.9,1,C,1,0.498275862,0.0,0.0,0,0,429.0
2007-08-12,40.34,59.9,1,B,1,0.665555556,0.0,0.0,0,0,370.0
2007-09-12,19.85,21.9,1,A,1,0.663636364,0.0,0.0,0,0,299.0
2007-10-12,114.54,28.4,2,D,1,0.6122807020000001,0.384210526,0.235244691,0,0,474.0
2007-11-12,77.71,72.0,2,C,1,0.664285714,0.368785714,0.244979082,0,1,435.0
2007-12-12,13.71,99.0,1,A,1,0.634615385,0.0,0.0,0,0,262.0
2007-12-13,8.25,99.0,1,A,1,0.707142857,0.0,0.0,0,0,211.0
2007-12-14,29.36,62.9,1,A,1,0.546956522,0.0,0.0,0,0,338.0
2007-12-15,29.53,17.0,2,A,2,0.651724138,0.0,0.0,0,0,339.0
2007-12-16,23.02,42.9,1,A,1,0.66,0.0,0.0,0,0,314.0
2007-12-17,86.3,16.0,2,C,1,0.585294118,0.343382353,0.20097967100000003,0,0,446.0
2007-12-18,40.78,21.9,1,B,1,0.47608695700000003,0.0,0.0,0,0,371.0
2007-12-19,64.82,69.0,1,B,1,0.492857143,0.0,0.0,0,0,417.0
2007-12-20,89.6,27.9,1,C,1,0.48947368399999996,0.0,0.0,0,0,450.0
2007-12-21,26.81,34.9,1,A,1,0.646296296,0.0,0.0,0,0,329.0
2007-12-22,44.62,28.9,1,B,1,0.489830508,0.0,0.0,0,0,380.0
2007-12-23,25.92,49.9,1,A,1,0.665333333,0.0,0.0,0,0,326.0
2007-12-24,9.59,99.0,1,A,1,0.651315789,0.0,0.0,0,0,226.0
2007-12-25,14.32,53.9,1,A,1,0.64939759,0.0,0.0,0,0,266.0
2007-12-26,51.1,34.9,1,B,1,0.6122807020000001,0.0,0.0,0,0,393.0
2007-12-27,75.91,33.9,1,C,1,0.498529412,0.0,0.0,0,0,433.0
2007-12-28,48.34,16.9,1,B,1,0.582758621,0.0,0.0,0,0,388.0
2007-12-29,102.5,30.9,2,D,1,0.57,0.312857143,0.17832857100000002,0,0,463.0
2007-12-30,146.94,63.0,2,A,1,0.654918033,0.383811475,0.25136505600000003,0,0,499.0
2007-12-31,19.85,74.9,1,A,1,0.680909091,0.0,0.0,0,0,299.0
2008-02-01,63.5,37.9,1,B,1,0.642372881,0.0,0.0,0,0,415.0
2008-03-01,88.33,77.4,2,C,1,0.6659999999999999,0.366,0.243756,0,0,448.0
2008-04-01,11.62,112.0,1,A,1,0.643678161,0.0,0.0,0,0,245.0
2008-05-01,89.96,28.9,2,C,1,0.6122807020000001,0.401754386,0.245986457,0,0,450.0
2008-06-01,77.08,37.4,2,C,1,0.6253333329999999,0.37200000000000005,0.23262399999999997,0,0,434.0
2008-07-01,11.4,109.0,1,A,1,0.6264367820000001,0.0,0.0,0,0,243.0
2008-08-01,43.45,22.9,1,B,1,0.6361111110000001,0.0,0.0,0,0,377.0
2008-09-01,104.8,13.9,1,D,1,0.49642857100000004,0.0,0.0,0,0,465.0
2008-10-01,117.96,14.4,2,D,1,0.639285714,0.389285714,0.24886479600000003,0,0,477.0
