User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003675,P00288042,M,36-45,7,B,3,0,8,,,5822
1003675,P00111142,M,36-45,7,B,3,0,1,15,16,15850
1003675,P00083942,M,36-45,7,B,3,0,12,14,,1395
1003675,P00155242,M,36-45,7,B,3,0,3,4,12,7967
1003675,P00198742,M,36-45,7,B,3,0,1,2,11,11980
1003675,P00029542,M,36-45,7,B,3,0,1,2,18,11978
1003675,P00118742,M,36-45,7,B,3,0,5,11,,8577
1003675,P00115342,M,36-45,7,B,3,0,5,8,14,3627
1003675,P00081142,M,36-45,7,B,3,0,6,8,14,16589
1003675,P00250242,M,36-45,7,B,3,0,5,,,7066
1003675,P00346542,M,36-45,7,B,3,0,10,13,16,18573
1003675,P00031842,M,36-45,7,B,3,0,1,5,12,12066
1003675,P00359142,M,36-45,7,B,3,0,16,,,8731
1003675,P00016042,M,36-45,7,B,3,0,1,16,,15675
1003675,P00222742,M,36-45,7,B,3,0,8,16,,3922
1003675,P00212842,M,36-45,7,B,3,0,8,16,,3979
1003675,P00147342,M,36-45,7,B,3,0,15,16,,8986
1003675,P00197542,M,36-45,7,B,3,0,5,,,3588
1003675,P00156742,M,36-45,7,B,3,0,5,6,8,5411
1003675,P00230342,M,36-45,7,B,3,0,5,14,,5472
1003675,P00000542,M,36-45,7,B,3,0,5,,,5456
1003675,P00344742,M,36-45,7,B,3,0,5,,,5366
1003676,P00110742,F,36-45,12,B,3,1,1,2,8,19496
1003676,P00121042,F,36-45,12,B,3,1,15,,,16994
1003676,P00125942,F,36-45,12,B,3,1,1,2,15,19547
1003676,P00117642,F,36-45,12,B,3,1,10,16,,19212
1003677,P00231142,F,26-35,12,C,1,0,5,8,,7060
1003677,P00112542,F,26-35,12,C,1,0,1,11,15,11456
1003677,P00118742,F,26-35,12,C,1,0,5,11,,7140
1003677,P00181242,F,26-35,12,C,1,0,11,,,2979
1003677,P00112642,F,26-35,12,C,1,0,1,2,5,11435
1003677,P00124542,F,26-35,12,C,1,0,11,,,4457
1003677,P00269642,F,26-35,12,C,1,0,11,16,,4510
1003677,P00179342,F,26-35,12,C,1,0,11,,,7601
1003677,P00344542,F,26-35,12,C,1,0,16,,,20312
1003677,P00279442,F,26-35,12,C,1,0,16,,,16348
1003677,P00102142,F,26-35,12,C,1,0,13,16,,766
1003678,P00016742,M,26-35,0,A,0,0,1,15,16,7696
1003679,P00057942,M,26-35,4,A,2,0,1,2,6,12064
1003679,P00277842,M,26-35,4,A,2,0,1,,,11551
1003679,P00127942,M,26-35,4,A,2,0,1,2,5,7694
1003679,P00321042,M,26-35,4,A,2,0,1,17,,15480
1003679,P00216342,M,26-35,4,A,2,0,3,4,5,13601
1003679,P00138542,M,26-35,4,A,2,0,5,6,,7077
1003679,P00149342,M,26-35,4,A,2,0,13,16,,758
1003679,P00057742,M,26-35,4,A,2,0,2,8,18,12740
1003679,P00260042,M,26-35,4,A,2,0,5,8,,8578
1003679,P00120042,M,26-35,4,A,2,0,1,2,,19118
1003679,P00106042,M,26-35,4,A,2,0,5,,,8785
1003679,P00212942,M,26-35,4,A,2,0,5,,,7181
1003679,P00150942,M,26-35,4,A,2,0,6,11,13,12125
1003679,P00223142,M,26-35,4,A,2,0,5,,,8892
1003679,P0094642,M,26-35,4,A,2,0,4,5,,2755
1003679,P00153642,M,26-35,4,A,2,0,8,,,8083
1003679,P00316742,M,26-35,4,A,2,0,4,5,,2782
1003679,P00336942,M,26-35,4,A,2,0,5,,,7154
1003679,P00357342,M,26-35,4,A,2,0,8,,,2299
1003679,P00152742,M,26-35,4,A,2,0,5,,,8803
1003679,P00105442,M,26-35,4,A,2,0,11,,,6042
1003680,P00001742,F,26-35,1,C,1,0,8,14,,9915
1003681,P00318742,M,26-35,7,B,3,0,1,8,,7604
1003681,P00145042,M,26-35,7,B,3,0,1,2,5,15632
1003681,P00036842,M,26-35,7,B,3,0,1,14,16,11799
1003681,P00093342,M,26-35,7,B,3,0,1,8,18,11806
1003681,P00277542,M,26-35,7,B,3,0,1,6,15,11657
1003681,P00044642,M,26-35,7,B,3,0,1,,,19702
1003681,P00304942,M,26-35,7,B,3,0,6,8,,16642
1003681,P00015642,M,26-35,7,B,3,0,8,16,17,7975
1003681,P00251542,M,26-35,7,B,3,0,11,16,,3092
1003681,P00150542,M,26-35,7,B,3,0,5,,,5481
1003681,P00211142,M,26-35,7,B,3,0,5,,,8772
1003681,P00256642,M,26-35,7,B,3,0,5,,,3698
1003681,P00111142,M,26-35,7,B,3,0,1,15,16,19502
1003681,P00182242,M,26-35,7,B,3,0,1,5,6,15263
1003681,P0099342,M,26-35,7,B,3,0,5,8,,5294
1003681,P00100442,M,26-35,7,B,3,0,2,4,5,15877
1003681,P00180342,M,26-35,7,B,3,0,11,,,6130
1003681,P00273742,M,26-35,7,B,3,0,1,17,,19356
1003681,P00205942,M,26-35,7,B,3,0,5,8,14,7097
1003681,P00294242,M,26-35,7,B,3,0,4,5,,2787
1003681,P00059642,M,26-35,7,B,3,0,1,2,3,15594
1003681,P00197042,M,26-35,7,B,3,0,5,,,7114
1003681,P00329542,M,26-35,7,B,3,0,1,15,16,15444
1003681,P00120742,M,26-35,7,B,3,0,8,12,17,8003
1003681,P00228142,M,26-35,7,B,3,0,5,,,3706
1003681,P00355142,M,26-35,7,B,3,0,1,15,,15632
1003682,P00114042,F,51-55,1,C,2,0,5,14,,8621
1003682,P00089542,F,51-55,1,C,2,0,5,,,8670
1003682,P00085442,F,51-55,1,C,2,0,12,14,,1775
1003682,P00010342,F,51-55,1,C,2,0,8,14,,8066
1003682,P00321742,F,51-55,1,C,2,0,5,8,17,6910
1003683,P00357842,M,26-35,2,B,3,1,5,,,5283
1003683,P00115842,M,26-35,2,B,3,1,16,,,8807
1003683,P00116942,M,26-35,2,B,3,1,6,10,16,16255
1003683,P00313542,M,26-35,2,B,3,1,5,8,,7026
1003683,P00249142,M,26-35,2,B,3,1,5,,,5343
1003683,P00234742,M,26-35,2,B,3,1,8,,,6117
1003683,P00058142,M,26-35,2,B,3,1,3,4,12,10813
1003683,P00245642,M,26-35,2,B,3,1,5,11,12,1852
1003683,P00319342,M,26-35,2,B,3,1,5,8,,8819
1003683,P00193142,M,26-35,2,B,3,1,5,,,5376
1003683,P00195442,M,26-35,2,B,3,1,5,,,5363
1003683,P00221942,M,26-35,2,B,3,1,1,8,,8015
1003683,P00179742,M,26-35,2,B,3,1,11,,,1673
1003683,P00015742,M,26-35,2,B,3,1,7,,,20285
1003683,P00003242,M,26-35,2,B,3,1,8,15,,5907
1003683,P00237542,M,26-35,2,B,3,1,1,15,16,11869
1003683,P00108442,M,26-35,2,B,3,1,5,,,5311
1003683,P00014242,M,26-35,2,B,3,1,8,,,5995
1003683,P00216142,M,26-35,2,B,3,1,1,16,,7921
1003683,P00002242,M,26-35,2,B,3,1,6,8,16,4434
1003683,P00305142,M,26-35,2,B,3,1,1,,,11445
1003684,P00003942,M,26-35,17,C,4+,1,5,14,,5203
1003684,P00274042,M,26-35,17,C,4+,1,1,,,15279
1003684,P00115142,M,26-35,17,C,4+,1,1,8,17,19273
1003684,P00274942,M,26-35,17,C,4+,1,8,,,9699
1003684,P00251442,M,26-35,17,C,4+,1,5,,,8797
1003684,P00238442,M,26-35,17,C,4+,1,6,,,16383
1003684,P00255842,M,26-35,17,C,4+,1,16,,,20935
1003685,P00057642,M,26-35,5,C,1,1,1,15,16,15460
1003685,P00119442,M,26-35,5,C,1,1,5,,,8905
1003685,P00188442,M,26-35,5,C,1,1,5,7,,8604
1003685,P00028842,M,26-35,5,C,1,1,6,8,,20362
1003685,P00343042,M,26-35,5,C,1,1,5,18,,5198
1003685,P00115542,M,26-35,5,C,1,1,8,,,6041
1003685,P00329542,M,26-35,5,C,1,1,1,15,16,15709
1003685,P00103242,M,26-35,5,C,1,1,8,,,8009
1003685,P00251242,M,26-35,5,C,1,1,5,11,,6904
1003686,P00117542,M,26-35,7,C,1,1,18,,,2379
1003686,P00237542,M,26-35,7,C,1,1,1,15,16,19441
1003687,P00355142,F,51-55,1,C,4+,0,1,15,,8329
1003687,P00151742,F,51-55,1,C,4+,0,8,15,16,6017
1003687,P00294142,F,51-55,1,C,4+,0,5,8,15,7107
1003687,P00082342,F,51-55,1,C,4+,0,15,16,,4725
1003687,P00147742,F,51-55,1,C,4+,0,1,16,,11377
1003687,P00216342,F,51-55,1,C,4+,0,3,4,5,13254
1003688,P00071442,M,18-25,6,B,1,0,15,17,,21304
1003688,P00084842,M,18-25,6,B,1,0,8,16,,9867
1003688,P00119242,M,18-25,6,B,1,0,18,,,1590
1003688,P00138342,M,18-25,6,B,1,0,8,14,,7989
1003688,P00195142,M,18-25,6,B,1,0,8,,,9814
1003688,P00048442,M,18-25,6,B,1,0,5,14,,8598
1003688,P00313242,M,18-25,6,B,1,0,8,,,5977
1003688,P00115842,M,18-25,6,B,1,0,16,,,16312
1003689,P00104542,M,26-35,0,C,1,1,8,,,5865
1003689,P00303842,M,26-35,0,C,1,1,5,8,14,5467
1003689,P00124642,M,26-35,0,C,1,1,16,,,12772
1003689,P00337542,M,26-35,0,C,1,1,5,14,,5302
1003689,P00129342,M,26-35,0,C,1,1,1,5,15,8152
1003689,P00035842,M,26-35,0,C,1,1,5,6,9,5253
1003689,P00182542,M,26-35,0,C,1,1,5,11,,3764
1003689,P00320742,M,26-35,0,C,1,1,1,4,9,3944
1003689,P00069342,M,26-35,0,C,1,1,5,,,3593
1003689,P00070642,M,26-35,0,C,1,1,11,16,,4566
1003690,P00031042,M,18-25,0,B,2,0,8,,,9700
1003690,P00270942,M,18-25,0,B,2,0,1,2,15,11946
1003690,P00216442,M,18-25,0,B,2,0,5,,,5351
1003690,P00240042,M,18-25,0,B,2,0,5,,,5204
1003690,P00229742,M,18-25,0,B,2,0,1,16,,11625
1003690,P00208342,M,18-25,0,B,2,0,1,16,,11503
1003690,P00149342,M,18-25,0,B,2,0,13,16,,760
1003690,P00078142,M,18-25,0,B,2,0,8,16,,6133
1003690,P00148842,M,18-25,0,B,2,0,6,8,16,12441
1003690,P00136742,M,18-25,0,B,2,0,1,14,16,11489
1003690,P00177442,M,18-25,0,B,2,0,1,6,8,11512
1003691,P00304242,M,26-35,7,B,1,1,1,6,,19577
1003691,P00346242,M,26-35,7,B,1,1,1,15,,15913
1003691,P00346342,M,26-35,7,B,1,1,1,15,,11376
1003691,P00016342,M,26-35,7,B,1,1,1,2,8,7974
1003691,P00173942,M,26-35,7,B,1,1,1,5,6,15866
1003691,P00101842,M,26-35,7,B,1,1,6,16,,20491
1003691,P00274942,M,26-35,7,B,1,1,8,,,7828
1003691,P00113942,M,26-35,7,B,1,1,8,,,5850
1003691,P00182642,M,26-35,7,B,1,1,2,4,9,10100
1003691,P00286742,M,26-35,7,B,1,1,1,16,,15244
1003691,P00263442,M,26-35,7,B,1,1,16,,,8547
1003691,P00150842,M,26-35,7,B,1,1,11,13,16,4699
1003691,P00081142,M,26-35,7,B,1,1,6,8,14,20193
1003692,P00198142,M,36-45,17,C,3,1,2,4,9,9955
1003692,P00326742,M,36-45,17,C,3,1,11,,,6098
1003692,P00124842,M,36-45,17,C,3,1,11,,,6148
1003693,P00362442,M,26-35,15,B,1,1,5,,,5466
1003693,P00117542,M,26-35,15,B,1,1,18,,,3900
1003693,P00026042,M,26-35,15,B,1,1,8,14,17,3997
1003693,P00183342,M,26-35,15,B,1,1,5,15,18,5358
1003693,P00115142,M,26-35,15,B,1,1,1,8,17,15415
1003693,P00248942,M,26-35,15,B,1,1,1,6,14,15674
1003693,P00348842,M,26-35,15,B,1,1,1,6,,15170
1003693,P00320742,M,26-35,15,B,1,1,1,4,9,11504
1003693,P00222942,M,26-35,15,B,1,1,1,2,8,11382
1003693,P00253142,M,26-35,15,B,1,1,1,2,5,7738
1003693,P00003442,M,26-35,15,B,1,1,4,5,8,2105
1003693,P00161442,M,26-35,15,B,1,1,5,14,,5199
1003693,P00217942,M,26-35,15,B,1,1,5,,,8758
1003693,P00257542,M,26-35,15,B,1,1,5,,,5253
1003693,P00240042,M,26-35,15,B,1,1,5,,,5461
1003693,P00050742,M,26-35,15,B,1,1,5,,,3426
1003693,P00200442,M,26-35,15,B,1,1,13,16,,583
1003693,P00002642,M,26-35,15,B,1,1,8,,,5839
1003693,P00046442,M,26-35,15,B,1,1,8,,,7867
1003693,P00024042,M,26-35,15,B,1,1,7,,,16803
1003693,P00250342,M,26-35,15,B,1,1,16,,,12568
1003693,P00000242,M,26-35,15,B,1,1,2,4,9,6981
1003693,P00260042,M,26-35,15,B,1,1,5,8,,5429
1003693,P00062842,M,26-35,15,B,1,1,1,2,13,11622
1003694,P00297742,M,26-35,12,C,3,1,8,17,,3954
1003694,P00051442,M,26-35,12,C,3,1,8,17,,9853
1003694,P00282642,M,26-35,12,C,3,1,5,,,6951
1003695,P00288342,M,26-35,2,A,2,0,8,,,6081
1003695,P00196042,M,26-35,2,A,2,0,4,9,15,2832
1003695,P00054242,M,26-35,2,A,2,0,1,6,14,15806
1003695,P00193042,M,26-35,2,A,2,0,5,6,16,7159
1003695,P00004242,M,26-35,2,A,2,0,1,6,8,7587
1003695,P00148842,M,26-35,2,A,2,0,6,8,16,12110
1003695,P00134242,M,26-35,2,A,2,0,6,,,16384
1003695,P00192842,M,26-35,2,A,2,0,5,14,,8754
1003695,P0097242,M,26-35,2,A,2,0,1,16,,15171
1003696,P00359142,M,36-45,7,C,3,0,16,,,12865
1003696,P00265242,M,36-45,7,C,3,0,5,8,,8576
1003696,P00059442,M,36-45,7,C,3,0,6,8,16,20552
1003696,P00028842,M,36-45,7,C,3,0,6,8,,16375
1003696,P00003242,M,36-45,7,C,3,0,8,15,,8034
1003696,P00324442,M,36-45,7,C,3,0,11,13,16,4662
1003696,P0097842,M,36-45,7,C,3,0,5,,,7033
1003697,P00285842,M,26-35,15,B,1,0,5,,,1896
1003697,P00102842,M,26-35,15,B,1,0,8,,,2199
1003697,P00289842,M,26-35,15,B,1,0,1,16,,11561
1003697,P00128942,M,26-35,15,B,1,0,1,11,,19661
1003697,P00274242,M,26-35,15,B,1,0,1,,,19678
1003698,P00120242,M,26-35,7,B,0,0,8,,,7805
1003698,P00262242,M,26-35,7,B,0,0,1,11,16,19317
1003699,P00034142,F,55+,3,C,3,1,8,13,16,9738
1003699,P00111842,F,55+,3,C,3,1,8,,,9774
1003699,P00176642,F,55+,3,C,3,1,6,8,,20215
1003699,P00084842,F,55+,3,C,3,1,8,16,,10070
1003699,P00119242,F,55+,3,C,3,1,18,,,3762
1003700,P00354342,M,26-35,14,B,2,0,5,11,,1955
1003700,P00156442,M,26-35,14,B,2,0,8,,,10038
1003700,P00204242,M,26-35,14,B,2,0,6,8,,20182
1003700,P00163442,M,26-35,14,B,2,0,6,8,13,20304
1003701,P00237542,M,36-45,1,B,3,0,1,15,16,19579
1003701,P00110942,M,36-45,1,B,3,0,1,2,,19233
1003702,P00184442,M,36-45,15,C,1,1,1,6,8,11454
1003702,P00071442,M,36-45,15,C,1,1,15,17,,20914
1003702,P00057642,M,36-45,15,C,1,1,1,15,16,11673
1003702,P00295942,M,36-45,15,C,1,1,2,5,15,16182
1003703,P00315642,M,18-25,12,C,0,0,8,13,,4159
1003703,P00350442,M,18-25,12,C,0,0,2,3,15,9603
1003703,P00355742,M,18-25,12,C,0,0,3,4,,2972
1003703,P00059442,M,18-25,12,C,0,0,6,8,16,16297
1003703,P00304042,M,18-25,12,C,0,0,5,,,5172
1003704,P00106742,F,36-45,0,C,4+,1,3,5,,13309
1003704,P00028842,F,36-45,0,C,4+,1,6,8,,20339
1003704,P00303742,F,36-45,0,C,4+,1,8,,,5989
1003704,P00184942,F,36-45,0,C,4+,1,1,8,17,15792
1003704,P00154642,F,36-45,0,C,4+,1,8,,,4010
1003704,P00249642,F,36-45,0,C,4+,1,3,5,,13383
1003704,P00317842,F,36-45,0,C,4+,1,8,,,7884
1003704,P00346242,F,36-45,0,C,4+,1,1,15,,19613
1003704,P00302842,F,36-45,0,C,4+,1,8,13,,9940
1003704,P00271942,F,36-45,0,C,4+,1,5,8,,8751
1003704,P00346342,F,36-45,0,C,4+,1,1,15,,19182
1003704,P00258442,F,36-45,0,C,4+,1,5,,,8756
1003705,P00033542,M,46-50,7,B,1,1,5,,,8755
1003705,P00013942,M,46-50,7,B,1,1,5,,,6970
1003705,P00347342,M,46-50,7,B,1,1,8,,,6005
1003705,P00003642,M,46-50,7,B,1,1,8,,,8075
1003705,P00193042,M,46-50,7,B,1,1,5,6,16,6988
1003705,P00108842,M,46-50,7,B,1,1,5,15,,7129
1003705,P00108942,M,46-50,7,B,1,1,8,,,7885
1003705,P00178342,M,46-50,7,B,1,1,8,,,7884
1003705,P00060542,M,46-50,7,B,1,1,5,,,7009
1003705,P00352242,M,46-50,7,B,1,1,1,6,16,7847
1003705,P00299142,M,46-50,7,B,1,1,5,,,5211
1003705,P00271942,M,46-50,7,B,1,1,5,8,,7090
1003705,P00073842,M,46-50,7,B,1,1,1,15,17,11438
1003705,P00351842,M,46-50,7,B,1,1,5,,,7057
1003705,P0097342,M,46-50,7,B,1,1,1,15,16,15892
1003705,P00120342,M,46-50,7,B,1,1,5,17,,8840
1003705,P00085342,M,46-50,7,B,1,1,10,13,,19013
1003705,P00089442,M,46-50,7,B,1,1,8,,,8016
1003705,P00148042,M,46-50,7,B,1,1,8,,,10045
1003705,P00248342,M,46-50,7,B,1,1,8,13,,8081
1003705,P00302942,M,46-50,7,B,1,1,8,,,6099
1003705,P00018842,M,46-50,7,B,1,1,8,,,6176
1003705,P00215442,M,46-50,7,B,1,1,15,16,,12621
1003705,P00135442,M,46-50,7,B,1,1,5,14,,5422
1003705,P00174442,M,46-50,7,B,1,1,5,,,7191
1003705,P00089042,M,46-50,7,B,1,1,13,,,770
1003705,P00020142,M,46-50,7,B,1,1,7,,,16309
1003706,P00113242,M,26-35,12,C,3,1,1,6,8,11390
1003706,P00104842,M,26-35,12,C,3,1,8,,,9826
1003706,P00278642,M,26-35,12,C,3,1,5,,,6860
1003709,P00010742,M,26-35,12,C,3,0,1,8,17,15421
1003709,P00213242,M,26-35,12,C,3,0,5,8,,8725
1003709,P00112442,M,26-35,12,C,3,0,6,8,,20407
1003709,P00163442,M,26-35,12,C,3,0,6,8,13,15972
1003709,P00299942,M,26-35,12,C,3,0,8,,,4050
1003709,P00002142,M,26-35,12,C,3,0,1,5,8,15768
1003709,P00034742,M,26-35,12,C,3,0,5,14,17,6962
1003709,P00003942,M,26-35,12,C,3,0,5,14,,5286
1003709,P00001942,M,26-35,12,C,3,0,5,,,6880
1003709,P00183242,M,26-35,12,C,3,0,5,15,,7084
1003709,P00123442,M,26-35,12,C,3,0,5,11,,1749
1003709,P00190842,M,26-35,12,C,3,0,2,5,12,6636
1003710,P00355142,M,0-17,10,C,1,0,1,15,,11955
1003711,P00354342,M,36-45,0,C,4+,1,5,11,,1751
1003711,P00358242,M,36-45,0,C,4+,1,8,,,9936
1003711,P00293242,M,36-45,0,C,4+,1,8,16,,10014
1003712,P00286742,M,26-35,17,C,4+,1,1,16,,15887
1003712,P00010742,M,26-35,17,C,4+,1,1,8,17,15684
1003712,P00195442,M,26-35,17,C,4+,1,5,,,7169
1003713,P00032842,F,26-35,7,B,1,1,8,,,6041
1003713,P00214442,F,26-35,7,B,1,1,8,,,9703
1003713,P00021742,F,26-35,7,B,1,1,5,,,7083
1003713,P00013942,F,26-35,7,B,1,1,5,,,7148
1003713,P00013742,F,26-35,7,B,1,1,5,,,8635
1003713,P00237142,F,26-35,7,B,1,1,5,,,7039
1003713,P00313042,F,26-35,7,B,1,1,5,14,,6857
1003713,P00227842,F,26-35,7,B,1,1,2,5,,10059
1003713,P00308342,F,26-35,7,B,1,1,5,8,,5430
1003713,P00226142,F,26-35,7,B,1,1,8,9,,6174
1003713,P00111142,F,26-35,7,B,1,1,1,15,16,15531
1003713,P00112142,F,26-35,7,B,1,1,1,2,14,19344
1003713,P00274242,F,26-35,7,B,1,1,1,,,15225
1003713,P00336042,F,26-35,7,B,1,1,5,12,,5322
1003714,P00112742,M,26-35,17,C,0,0,2,14,,16260
1003714,P00030642,M,26-35,17,C,0,0,8,,,7995
1003715,P00199442,M,18-25,5,B,2,0,5,9,,6947
1003715,P00242142,M,18-25,5,B,2,0,5,9,,6995
1003715,P00178642,M,18-25,5,B,2,0,5,15,,6963
1003715,P00193642,M,18-25,5,B,2,0,2,3,4,6400
1003715,P00356042,M,18-25,5,B,2,0,1,15,,15498
1003715,P00144042,M,18-25,5,B,2,0,2,3,4,16464
1003715,P00267042,M,18-25,5,B,2,0,3,4,,5295
1003715,P00186842,M,18-25,5,B,2,0,3,4,,13190
1003715,P00240542,M,18-25,5,B,2,0,5,11,,1816
1003715,P00229742,M,18-25,5,B,2,0,1,16,,12044
1003715,P00008542,M,18-25,5,B,2,0,2,8,,3333
1003716,P00070342,M,18-25,12,B,3,1,1,2,14,15354
1003716,P00042242,M,18-25,12,B,3,1,5,15,,5420
1003716,P00042842,M,18-25,12,B,3,1,5,,,7144
1003716,P00057542,M,18-25,12,B,3,1,3,4,5,5740
1003716,P00159942,M,18-25,12,B,3,1,5,,,8744
1003716,P00074242,M,18-25,12,B,3,1,5,,,7115
1003716,P00016942,M,18-25,12,B,3,1,5,,,8773
1003716,P00223542,M,18-25,12,B,3,1,1,8,17,11819
1003716,P00321742,M,18-25,12,B,3,1,5,8,17,8655
1003716,P00197342,M,18-25,12,B,3,1,1,2,,15777
1003716,P00016442,M,18-25,12,B,3,1,2,4,8,3337
1003716,P00138042,M,18-25,12,B,3,1,1,2,4,3976
1003716,P00350342,M,18-25,12,B,3,1,1,6,,15917
1003716,P00258842,M,18-25,12,B,3,1,5,,,8565
1003716,P00114042,M,18-25,12,B,3,1,5,14,,1723
1003717,P00140742,M,36-45,17,C,4+,0,1,15,,11555
1003717,P00319042,M,36-45,17,C,4+,0,5,,,5205
1003717,P00251242,M,36-45,17,C,4+,0,5,11,,5337
1003717,P00158542,M,36-45,17,C,4+,0,5,6,13,5431
1003717,P00145942,M,36-45,17,C,4+,0,6,8,13,12654
1003717,P00109742,M,36-45,17,C,4+,0,8,,,7852
1003717,P00338442,M,36-45,17,C,4+,0,1,16,,15913
1003717,P00165742,M,36-45,17,C,4+,0,8,16,,9713
1003717,P00210642,M,36-45,17,C,4+,0,8,14,,9969
1003717,P00177542,M,36-45,17,C,4+,0,1,8,,15615
1003718,P00355142,M,51-55,17,C,1,0,1,15,,4128
1003718,P00271842,M,51-55,17,C,1,0,8,,,10056
1003718,P00287642,M,51-55,17,C,1,0,8,17,,5861
1003718,P00048042,M,51-55,17,C,1,0,1,6,8,15491
1003718,P00085642,M,51-55,17,C,1,0,5,14,,6971
1003720,P00044442,M,46-50,7,C,1,0,1,16,,19637
1003720,P00030642,M,46-50,7,C,1,0,8,,,2298
1003720,P00029342,M,46-50,7,C,1,0,8,14,,8036
1003720,P00029242,M,46-50,7,C,1,0,8,,,6038
1003720,P00108442,M,46-50,7,C,1,0,5,,,8695
1003720,P00148742,M,46-50,7,C,1,0,8,17,,6046
1003720,P00157542,M,46-50,7,C,1,0,8,14,,2225
1003721,P00014442,M,26-35,15,C,2,1,6,8,16,16615
1003721,P00118942,M,26-35,15,C,2,1,8,,,7894
1003721,P00120742,M,26-35,15,C,2,1,8,12,17,7866
1003721,P00025942,M,26-35,15,C,2,1,8,14,,6085
1003721,P00134342,M,26-35,15,C,2,1,5,,,8680
1003721,P00059442,M,26-35,15,C,2,1,6,8,16,16706
1003722,P00269542,M,26-35,18,C,4+,0,11,15,,7645
1003723,P00255942,M,26-35,14,C,1,1,1,16,,19420
1003724,P00120342,M,36-45,6,B,4+,0,5,17,,7052
1003724,P00313442,M,36-45,6,B,4+,0,5,6,8,7150
1003724,P00232442,M,36-45,6,B,4+,0,5,,,5473
1003724,P00196442,M,36-45,6,B,4+,0,5,,,7011
1003724,P00303242,M,36-45,6,B,4+,0,5,8,,7163
1003724,P00052642,M,36-45,6,B,4+,0,5,14,,8763
1003724,P00036242,M,36-45,6,B,4+,0,5,8,,5291
1003724,P00303542,M,36-45,6,B,4+,0,5,,,7183
1003724,P0094342,M,36-45,6,B,4+,0,4,5,18,3502
1003724,P00191542,M,36-45,6,B,4+,0,4,5,,2786
1003724,P00218242,M,36-45,6,B,4+,0,5,8,,5218
1003724,P00070742,M,36-45,6,B,4+,0,5,,,2051
1003724,P00128342,M,36-45,6,B,4+,0,5,12,14,3734
1003724,P00344942,M,36-45,6,B,4+,0,5,,,3431
1003724,P00113542,M,36-45,6,B,4+,0,8,17,,9919
1003724,P00115142,M,36-45,6,B,4+,0,1,8,17,15814
1003724,P00058642,M,36-45,6,B,4+,0,18,,,3002
1003724,P00116242,M,36-45,6,B,4+,0,8,15,,6046
1003724,P00180342,M,36-45,6,B,4+,0,11,,,4650
1003724,P00058242,M,36-45,6,B,4+,0,3,4,12,10679
1003724,P00145042,M,36-45,6,B,4+,0,1,2,5,15734
1003724,P00270942,M,36-45,6,B,4+,0,1,2,15,15333
1003724,P00182642,M,36-45,6,B,4+,0,2,4,9,6953
1003724,P0097142,M,36-45,6,B,4+,0,12,,,1429
1003724,P00303742,M,36-45,6,B,4+,0,8,,,7852
1003724,P00130642,M,36-45,6,B,4+,0,11,16,,4434
1003724,P00183042,M,36-45,6,B,4+,0,15,16,,12581
1003724,P00045842,M,36-45,6,B,4+,0,5,14,,5296
1003724,P00046742,M,36-45,6,B,4+,0,1,2,15,15423
1003724,P00269542,M,36-45,6,B,4+,0,11,15,,4688
1003726,P00285642,M,26-35,17,C,3,1,2,5,15,12761
1003726,P00138542,M,26-35,17,C,3,1,5,6,,8602
1003726,P00110742,M,26-35,17,C,3,1,1,2,8,15700
1003726,P00074642,M,26-35,17,C,3,1,5,9,14,5443
1003726,P00050642,M,26-35,17,C,3,1,15,16,,12888
1003726,P00240142,M,26-35,17,C,3,1,5,,,7043
1003726,P00016542,M,26-35,17,C,3,1,1,6,16,12071
1003726,P00127542,M,26-35,17,C,3,1,1,2,15,11979
1003726,P00014542,M,26-35,17,C,3,1,8,,,7960
1003726,P00228642,M,26-35,17,C,3,1,5,18,,3444
1003726,P00064042,M,26-35,17,C,3,1,3,4,12,8145
1003727,P00138842,M,36-45,7,B,1,0,5,,,5475
1003727,P00346942,M,36-45,7,B,1,0,1,5,,4483
1003727,P00250342,M,36-45,7,B,1,0,16,,,12246
1003727,P00248142,M,36-45,7,B,1,0,5,,,6933
1003727,P00205442,M,36-45,7,B,1,0,5,8,14,5217
1003727,P00041542,M,36-45,7,B,1,0,8,,,7889
1003727,P0094242,M,36-45,7,B,1,0,8,,,7850
1003727,P00021742,M,36-45,7,B,1,0,5,,,7060
1003727,P00193842,M,36-45,7,B,1,0,11,16,,3090
1003727,P00319942,M,36-45,7,B,1,0,1,8,,11528
1003727,P00241542,M,36-45,7,B,1,0,1,6,,8306
1003727,P00283942,M,36-45,7,B,1,0,5,,,8690
1003727,P00116542,M,36-45,7,B,1,0,5,17,,6899
1003727,P00179542,M,36-45,7,B,1,0,11,,,3230
1003727,P00073842,M,36-45,7,B,1,0,1,15,17,15609
1003727,P00024742,M,36-45,7,B,1,0,8,11,,6128
1003727,P00074342,M,36-45,7,B,1,0,5,,,8811
1003727,P00192842,M,36-45,7,B,1,0,5,14,,5381
1003728,P00250942,M,18-25,4,B,1,0,11,16,,6153
1003728,P00068042,M,18-25,4,B,1,0,3,4,,5323
1003728,P00120042,M,18-25,4,B,1,0,1,2,,15875
1003729,P00286742,M,18-25,4,A,2,0,1,16,,15251
